year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,6,AS,Alaska Airlines Network,SAT,"San Antonio, TX: San Antonio International",60.00,22.00,2.63,0.00,3.00,0.75,15.62,0.00,0.00,742.00,90.00,0.00,79.00,55.00,518.00
2025,6,AS,Alaska Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",30.00,10.00,4.18,0.00,0.75,0.00,5.07,0.00,0.00,396.00,228.00,0.00,22.00,0.00,146.00
2025,6,AS,Alaska Airlines Network,SBP,"San Luis Obispo, CA: San Luis Obispo County Regional",30.00,13.00,2.18,0.20,1.14,0.00,9.48,0.00,0.00,526.00,65.00,26.00,24.00,0.00,411.00
2025,6,AS,Alaska Airlines Network,SCC,"Deadhorse, AK: Deadhorse Airport",43.00,5.00,0.10,1.91,0.70,0.00,2.29,0.00,0.00,321.00,2.00,246.00,19.00,0.00,54.00
2025,6,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",7151.00,2317.00,345.87,65.56,919.02,20.61,965.94,71.00,5.00,123562.00,26370.00,4250.00,35473.00,1117.00,56352.00
2025,6,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",1032.00,362.00,55.64,13.76,116.81,1.26,174.53,13.00,2.00,20166.00,3461.00,1114.00,5215.00,68.00,10308.00
2025,6,AS,Alaska Airlines Network,SIT,"Sitka, AK: Sitka Rocky Gutierrez",150.00,38.00,7.38,0.00,9.41,0.00,21.21,1.00,0.00,1817.00,313.00,0.00,337.00,0.00,1167.00
2025,6,AS,Alaska Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",209.00,61.00,14.25,0.00,8.22,0.00,38.53,6.00,0.00,2548.00,772.00,0.00,292.00,0.00,1484.00
2025,6,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",111.00,38.00,11.48,0.00,8.18,0.00,18.34,1.00,0.00,1490.00,381.00,0.00,282.00,0.00,827.00
2025,6,AS,Alaska Airlines Network,SMF,"Sacramento, CA: Sacramento International",120.00,46.00,5.86,0.00,6.66,0.64,32.85,0.00,0.00,2116.00,408.00,0.00,220.00,78.00,1410.00
2025,6,AS,Alaska Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",372.00,61.00,22.90,0.00,15.57,0.03,22.50,4.00,0.00,2638.00,1235.00,0.00,507.00,2.00,894.00
2025,6,AS,Alaska Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",90.00,39.00,10.61,0.00,11.27,0.46,16.65,0.00,1.00,1661.00,564.00,0.00,343.00,32.00,722.00
2025,6,AS,Alaska Airlines Network,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",30.00,13.00,5.13,0.00,2.30,0.00,5.57,0.00,0.00,758.00,502.00,0.00,44.00,0.00,212.00
2025,6,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",90.00,31.00,9.49,0.00,9.85,0.00,11.66,0.00,1.00,1487.00,625.00,0.00,385.00,0.00,477.00
2025,6,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",30.00,6.00,2.00,0.00,2.31,0.00,1.69,0.00,0.00,133.00,36.00,0.00,52.00,0.00,45.00
2025,6,AS,Alaska Airlines Network,WRG,"Wrangell, AK: Wrangell Airport",60.00,15.00,1.90,0.00,1.51,0.00,11.59,0.00,0.00,524.00,53.00,0.00,30.00,0.00,441.00
2025,6,AS,Alaska Airlines Network,YAK,"Yakutat, AK: Yakutat Airport",60.00,11.00,2.75,0.00,0.98,0.00,7.27,0.00,1.00,532.00,79.00,0.00,31.00,0.00,422.00
2025,6,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30.00,11.00,3.08,0.04,5.17,0.00,2.71,1.00,0.00,998.00,295.00,1.00,357.00,0.00,345.00
2025,6,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",148.00,27.00,8.61,4.00,5.99,0.00,8.40,8.00,1.00,2545.00,376.00,1158.00,293.00,0.00,718.00
2025,6,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",68.00,14.00,4.02,0.85,6.70,0.00,2.43,0.00,1.00,848.00,272.00,80.00,234.00,0.00,262.00
2025,6,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",176.00,55.00,18.27,0.93,21.24,0.00,14.56,4.00,1.00,4826.00,1535.00,81.00,1922.00,0.00,1288.00
2025,6,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",30.00,10.00,1.64,0.14,7.06,0.00,1.15,0.00,2.00,611.00,102.00,3.00,415.00,0.00,91.00
2025,6,B6,JetBlue Airways,AVL,"Asheville, NC: Asheville Regional",13.00,3.00,0.33,0.00,1.10,0.00,1.57,0.00,0.00,118.00,13.00,0.00,42.00,0.00,63.00
2025,6,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",299.00,75.00,21.92,5.35,20.39,1.00,26.35,0.00,0.00,4524.00,1523.00,194.00,791.00,48.00,1968.00
2025,6,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",150.00,54.00,23.63,0.23,10.42,1.00,18.72,2.00,3.00,4874.00,2084.00,9.00,592.00,692.00,1497.00
2025,6,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3199.00,972.00,212.83,16.93,376.47,1.77,364.00,14.00,8.00,80109.00,19930.00,1256.00,20995.00,259.00,37669.00
2025,6,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",143.00,42.00,19.58,0.00,8.07,0.00,14.35,1.00,1.00,2121.00,1051.00,0.00,228.00,0.00,842.00
2025,6,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",319.00,88.00,36.31,3.21,20.10,0.00,28.37,3.00,0.00,6745.00,2439.00,337.00,880.00,0.00,3089.00
2025,6,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",30.00,18.00,6.21,0.00,9.26,0.00,2.53,0.00,1.00,1413.00,504.00,0.00,634.00,0.00,275.00
2025,6,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",33.00,7.00,1.01,0.00,4.08,0.00,1.91,0.00,0.00,538.00,21.00,0.00,139.00,0.00,378.00
2025,6,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",134.00,46.00,15.64,0.00,21.24,0.00,9.12,0.00,1.00,3470.00,1319.00,0.00,1300.00,0.00,851.00
2025,6,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",79.00,26.00,8.44,0.00,4.36,0.00,13.20,0.00,0.00,1422.00,449.00,0.00,140.00,0.00,833.00
2025,6,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",555.00,204.00,43.78,6.31,110.14,0.28,43.49,3.00,6.00,16757.00,3117.00,707.00,7741.00,40.00,5152.00
2025,6,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",130.00,43.00,9.18,0.00,23.02,0.00,10.80,0.00,0.00,2458.00,657.00,0.00,1030.00,0.00,771.00
2025,6,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",30.00,11.00,1.83,0.39,5.47,0.00,3.31,0.00,1.00,878.00,60.00,93.00,319.00,0.00,406.00
2025,6,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",111.00,42.00,17.06,1.16,10.61,0.00,13.17,0.00,0.00,3242.00,1136.00,44.00,636.00,0.00,1426.00
2025,6,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",482.00,134.00,19.15,7.32,67.36,0.16,40.01,2.00,5.00,13016.00,1651.00,406.00,6507.00,4.00,4448.00
2025,6,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1304.00,327.00,91.02,9.84,121.26,0.00,104.89,6.00,6.00,25102.00,6386.00,1344.00,6710.00,0.00,10662.00
2025,6,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",450.00,94.00,28.15,3.96,21.27,0.00,40.62,5.00,4.00,8626.00,2355.00,273.00,838.00,0.00,5160.00
2025,6,B6,JetBlue Airways,HYA,"Hyannis, MA: Cape Cod Gateway",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",61.00,13.00,2.75,0.00,7.41,0.00,2.84,0.00,1.00,848.00,106.00,0.00,570.00,0.00,172.00
2025,6,B6,JetBlue Airways,ILM,"Wilmington, NC: Wilmington International",30.00,2.00,1.98,0.00,0.02,0.00,0.00,0.00,0.00,305.00,301.00,0.00,4.00,0.00,0.00
2025,6,B6,JetBlue Airways,ISP,"Islip, NY: Long Island MacArthur",82.00,14.00,4.89,1.33,5.96,0.00,1.82,0.00,0.00,818.00,391.00,73.00,174.00,0.00,180.00
2025,6,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",120.00,40.00,14.15,1.00,10.17,0.00,14.68,1.00,1.00,3379.00,990.00,132.00,558.00,0.00,1699.00
2025,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3130.00,951.00,234.12,18.93,408.36,0.42,289.17,41.00,17.00,83543.00,21434.00,1939.00,28904.00,19.00,31247.00
2025,6,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",247.00,49.00,12.04,0.95,25.92,0.00,10.08,1.00,1.00,3067.00,700.00,174.00,1424.00,0.00,769.00
2025,6,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",685.00,142.00,37.45,3.68,55.61,0.00,45.27,1.00,0.00,11011.00,2881.00,528.00,2944.00,0.00,4658.00
2025,6,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",348.00,124.00,29.08,9.06,62.94,0.25,22.67,2.00,7.00,9232.00,1436.00,938.00,4578.00,25.00,2255.00
2025,6,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1490.00,393.00,97.46,5.14,172.43,1.00,116.97,6.00,13.00,33266.00,7116.00,1127.00,11483.00,19.00,13521.00
2025,6,B6,JetBlue Airways,MHT,"Manchester, NH: Manchester Boston Regional",43.00,7.00,1.96,0.71,0.62,0.00,3.71,0.00,0.00,664.00,111.00,145.00,89.00,0.00,319.00
2025,6,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",75.00,28.00,6.52,0.00,10.19,0.00,11.28,0.00,0.00,1554.00,342.00,0.00,379.00,0.00,833.00
2025,6,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",30.00,7.00,2.99,0.00,1.77,0.00,2.24,0.00,0.00,463.00,188.00,0.00,103.00,0.00,172.00
2025,6,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",69.00,12.00,2.47,0.00,4.99,0.00,4.53,0.00,2.00,1031.00,198.00,0.00,159.00,0.00,674.00
2025,6,B6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",34.00,6.00,2.26,0.00,0.10,0.00,3.63,1.00,0.00,283.00,91.00,0.00,9.00,0.00,183.00
2025,6,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",30.00,11.00,1.73,0.44,6.51,0.00,2.32,0.00,0.00,721.00,167.00,25.00,338.00,0.00,191.00
2025,6,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",111.00,27.00,13.12,0.00,8.86,0.00,5.02,2.00,1.00,1735.00,840.00,0.00,588.00,0.00,307.00
2025,6,B6,JetBlue Airways,ORF,"Norfolk, VA: Norfolk International",30.00,15.00,5.21,0.00,4.17,0.00,5.63,0.00,0.00,1060.00,261.00,0.00,381.00,0.00,418.00
2025,6,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",60.00,9.00,4.19,0.63,2.18,0.00,2.01,0.00,1.00,550.00,252.00,10.00,54.00,0.00,234.00
2025,6,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",545.00,165.00,48.43,2.08,64.72,0.00,49.77,2.00,2.00,14004.00,3913.00,338.00,3796.00,0.00,5957.00
2025,6,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",30.00,10.00,1.93,0.00,5.27,0.00,2.81,0.00,0.00,597.00,158.00,0.00,260.00,0.00,179.00
2025,6,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",66.00,25.00,3.87,0.00,13.30,0.00,7.83,0.00,0.00,2074.00,341.00,0.00,1014.00,0.00,719.00
2025,6,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60.00,21.00,6.27,1.00,11.27,0.00,2.45,0.00,0.00,1012.00,305.00,41.00,507.00,0.00,159.00
2025,6,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",138.00,48.00,13.97,0.00,7.19,0.00,26.84,1.00,0.00,3646.00,931.00,0.00,465.00,0.00,2250.00
2025,6,B6,JetBlue Airways,PQI,"Presque Isle/Houlton, ME: Presque Isle International",30.00,11.00,6.88,0.00,1.00,0.00,3.12,0.00,1.00,561.00,340.00,0.00,37.00,0.00,184.00
2025,6,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",49.00,16.00,4.24,2.81,4.81,0.00,4.14,1.00,0.00,717.00,250.00,64.00,267.00,0.00,136.00
2025,6,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",194.00,49.00,15.14,3.19,11.75,0.00,18.91,0.00,0.00,3768.00,1274.00,450.00,448.00,0.00,1596.00
2025,6,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",53.00,18.00,4.19,0.00,2.63,0.00,11.18,0.00,0.00,1744.00,534.00,0.00,139.00,0.00,1071.00
2025,6,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",232.00,82.00,29.29,1.86,24.62,0.00,26.23,2.00,0.00,5547.00,2190.00,134.00,1248.00,0.00,1975.00
2025,6,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",146.00,46.00,17.43,2.33,12.91,0.00,13.33,0.00,0.00,2755.00,1030.00,188.00,671.00,0.00,866.00
2025,6,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",17.00,9.00,1.23,0.26,4.51,0.00,3.00,0.00,0.00,616.00,81.00,40.00,276.00,0.00,219.00
2025,6,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",54.00,26.00,9.60,0.00,3.80,0.00,12.60,0.00,0.00,2227.00,792.00,0.00,171.00,0.00,1264.00
2025,6,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",256.00,57.00,16.43,0.99,26.48,0.00,13.10,3.00,4.00,3580.00,1121.00,67.00,1431.00,0.00,961.00
2025,6,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",142.00,11.00,2.78,0.06,6.74,0.00,1.43,0.00,0.00,480.00,160.00,5.00,266.00,0.00,49.00
2025,6,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",112.00,35.00,9.13,0.00,19.31,0.00,6.56,1.00,1.00,1937.00,481.00,0.00,1095.00,0.00,361.00
2025,6,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",79.00,23.00,7.36,1.00,12.15,0.00,2.49,0.00,0.00,1158.00,350.00,27.00,711.00,0.00,70.00
2025,6,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",379.00,77.00,15.25,2.10,28.12,1.00,30.53,2.00,0.00,6305.00,1337.00,280.00,1451.00,17.00,3220.00
2025,6,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",1005.00,205.00,96.79,11.32,41.63,1.78,53.48,1.00,0.00,12169.00,5463.00,799.00,2002.00,51.00,3854.00
2025,6,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",49.00,20.00,3.10,0.00,13.98,0.00,2.93,0.00,0.00,1429.00,338.00,0.00,731.00,0.00,360.00
2025,6,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",60.00,21.00,6.43,1.00,9.68,0.00,3.89,0.00,0.00,1218.00,275.00,23.00,708.00,0.00,212.00
2025,6,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",48.00,8.00,4.73,0.00,2.43,0.00,0.85,0.00,0.00,394.00,243.00,0.00,83.00,0.00,68.00
2025,6,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",34.00,8.00,3.94,0.00,1.26,0.00,2.80,0.00,0.00,343.00,157.00,0.00,24.00,0.00,162.00
2025,6,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",30.00,4.00,1.35,0.00,0.06,0.00,2.59,0.00,0.00,264.00,54.00,0.00,5.00,0.00,205.00
2025,6,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",97.00,42.00,15.59,0.97,7.29,0.00,18.15,0.00,0.00,3022.00,793.00,110.00,420.00,0.00,1699.00
2025,6,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",445.00,106.00,35.29,1.15,31.39,0.58,37.60,4.00,9.00,8745.00,2882.00,75.00,2041.00,11.00,3736.00
2025,6,B6,JetBlue Airways,TVC,"Traverse City, MI: Cherry Capital",10.00,3.00,2.42,0.00,0.32,0.00,0.27,0.00,0.00,109.00,90.00,0.00,12.00,0.00,7.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ALB,"Albany, NY: Albany International",119.00,46.00,19.05,3.02,10.56,0.00,13.37,1.00,0.00,7014.00,2409.00,1016.00,795.00,0.00,2794.00
2025,6,C5,CommuteAir LLC dba CommuteAir,AMA,"Amarillo, TX: Rick Husband Amarillo International",78.00,24.00,6.06,4.05,3.26,0.00,10.63,3.00,0.00,2715.00,1076.00,347.00,102.00,0.00,1190.00
2025,6,C5,CommuteAir LLC dba CommuteAir,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",81.00,26.00,10.59,2.98,4.50,0.00,7.93,0.00,0.00,3213.00,1407.00,205.00,179.00,0.00,1422.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BDL,"Hartford, CT: Bradley International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",87.00,32.00,7.06,5.91,3.92,0.00,15.11,2.00,0.00,2756.00,407.00,447.00,237.00,0.00,1665.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BRO,"Brownsville, TX: Brownsville South Padre Island International",86.00,22.00,7.49,2.20,0.04,0.00,12.26,6.00,0.00,4512.00,2678.00,225.00,8.00,0.00,1601.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",107.00,37.00,14.05,5.71,2.00,0.00,15.24,7.00,0.00,4447.00,1476.00,579.00,118.00,0.00,2274.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BTV,"Burlington, VT: Patrick Leahy Burlington International",11.00,5.00,1.67,0.07,1.07,0.00,2.20,0.00,0.00,477.00,110.00,12.00,130.00,0.00,225.00
2025,6,C5,CommuteAir LLC dba CommuteAir,BUF,"Buffalo, NY: Buffalo Niagara International",79.00,26.00,11.23,0.91,4.14,0.00,9.72,5.00,0.00,3018.00,1422.00,160.00,197.00,0.00,1239.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CAE,"Columbia, SC: Columbia Metropolitan",81.00,28.00,12.03,0.36,6.95,0.00,8.65,2.00,2.00,3173.00,1023.00,47.00,410.00,0.00,1693.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CHO,"Charlottesville, VA: Charlottesville Albemarle",109.00,34.00,11.81,0.00,4.99,0.00,17.20,4.00,0.00,5260.00,2615.00,0.00,281.00,0.00,2364.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CHS,"Charleston, SC: Charleston AFB/International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CLE,"Cleveland, OH: Cleveland-Hopkins International",4.00,1.00,0.00,0.73,0.07,0.00,0.20,0.00,0.00,15.00,0.00,11.00,1.00,0.00,3.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CMH,"Columbus, OH: John Glenn Columbus International",6.00,3.00,1.48,0.00,1.44,0.00,0.07,0.00,0.00,94.00,49.00,0.00,42.00,0.00,3.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CRP,"Corpus Christi, TX: Corpus Christi International",125.00,43.00,17.93,3.54,4.61,0.00,16.93,6.00,0.00,5847.00,2074.00,348.00,499.00,0.00,2926.00
2025,6,C5,CommuteAir LLC dba CommuteAir,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,DAY,"Dayton, OH: James M Cox/Dayton International",78.00,18.00,7.85,0.09,4.81,0.00,5.25,4.00,0.00,2352.00,663.00,10.00,327.00,0.00,1352.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ECP,"Panama City, FL: Northwest Florida Beaches International",49.00,19.00,5.99,2.39,7.80,0.00,2.82,1.00,0.00,1598.00,789.00,154.00,432.00,0.00,223.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ELP,"El Paso, TX: El Paso International",5.00,4.00,1.78,1.00,0.53,0.00,0.69,0.00,0.00,217.00,71.00,81.00,34.00,0.00,31.00
2025,6,C5,CommuteAir LLC dba CommuteAir,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",109.00,40.00,12.65,3.67,6.87,0.00,16.82,4.00,2.00,4412.00,1518.00,393.00,461.00,0.00,2040.00
2025,6,C5,CommuteAir LLC dba CommuteAir,GSO,"Greensboro/High Point, NC: Piedmont Triad International",56.00,19.00,8.06,0.55,3.42,0.00,6.97,3.00,0.00,1920.00,575.00,82.00,213.00,0.00,1050.00
2025,6,C5,CommuteAir LLC dba CommuteAir,GSP,"Greer, SC: Greenville-Spartanburg International",114.00,43.00,19.79,1.31,9.45,0.00,12.45,2.00,0.00,5542.00,2010.00,402.00,514.00,0.00,2616.00
2025,6,C5,CommuteAir LLC dba CommuteAir,HRL,"Harlingen/San Benito, TX: Valley International",119.00,42.00,15.24,2.22,4.04,0.00,20.50,6.00,0.00,5969.00,1591.00,249.00,283.00,0.00,3846.00
2025,6,C5,CommuteAir LLC dba CommuteAir,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",226.00,91.00,32.10,4.52,18.22,0.00,36.17,6.00,2.00,11071.00,3284.00,518.00,1097.00,0.00,6172.00
2025,6,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",1672.00,458.00,110.92,16.78,98.18,0.00,232.11,42.00,9.00,71609.00,19287.00,4037.00,8089.00,0.00,40196.00
2025,6,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",1971.00,603.00,118.58,43.12,196.60,0.00,244.70,89.00,13.00,83056.00,17371.00,10479.00,19195.00,0.00,36011.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",13.00,2.00,0.98,0.00,1.02,0.00,0.00,0.00,0.00,284.00,239.00,0.00,45.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",60.00,26.00,11.43,3.06,4.73,0.00,6.79,1.00,0.00,3833.00,1219.00,805.00,226.00,0.00,1583.00
2025,6,C5,CommuteAir LLC dba CommuteAir,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",138.00,35.00,12.71,4.07,1.61,0.00,16.61,8.00,1.00,3743.00,1008.00,549.00,163.00,0.00,2023.00
2025,6,C5,CommuteAir LLC dba CommuteAir,LBB,"Lubbock, TX: Lubbock Preston Smith International",93.00,32.00,14.58,5.02,3.77,0.00,8.63,4.00,3.00,2663.00,1037.00,497.00,160.00,0.00,969.00
2025,6,C5,CommuteAir LLC dba CommuteAir,LCH,"Lake Charles, LA: Lake Charles Regional",81.00,33.00,10.43,3.63,3.23,0.00,15.71,6.00,0.00,2886.00,874.00,324.00,128.00,0.00,1560.00
2025,6,C5,CommuteAir LLC dba CommuteAir,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",120.00,34.00,11.44,3.15,4.04,0.00,15.36,7.00,2.00,4565.00,1641.00,449.00,409.00,0.00,2066.00
2025,6,C5,CommuteAir LLC dba CommuteAir,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",30.00,7.00,1.87,0.00,1.61,0.00,3.52,2.00,0.00,662.00,193.00,0.00,122.00,0.00,347.00
2025,6,C5,CommuteAir LLC dba CommuteAir,LRD,"Laredo, TX: Laredo International",107.00,33.00,10.58,2.88,1.72,0.00,17.82,4.00,0.00,5313.00,2112.00,307.00,73.00,0.00,2821.00
2025,6,C5,CommuteAir LLC dba CommuteAir,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,MDT,"Harrisburg, PA: Harrisburg International",110.00,29.00,13.72,0.62,2.48,0.00,12.17,1.00,0.00,4334.00,2729.00,33.00,105.00,0.00,1467.00
2025,6,C5,CommuteAir LLC dba CommuteAir,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",110.00,33.00,8.46,4.80,3.74,0.00,16.00,2.00,1.00,3878.00,713.00,717.00,360.00,0.00,2088.00
2025,6,C5,CommuteAir LLC dba CommuteAir,MHT,"Manchester, NH: Manchester Boston Regional",85.00,37.00,10.63,0.74,2.57,0.00,23.06,4.00,0.00,6207.00,1641.00,103.00,140.00,0.00,4323.00
2025,6,C5,CommuteAir LLC dba CommuteAir,MOB,"Mobile, AL: Mobile Regional",152.00,54.00,18.96,8.74,9.26,0.00,17.04,6.00,3.00,9475.00,4532.00,925.00,410.00,0.00,3608.00
2025,6,C5,CommuteAir LLC dba CommuteAir,OKC,"Oklahoma City, OK: Okc Will Rogers International",11.00,2.00,0.64,0.00,0.45,0.00,0.91,1.00,0.00,225.00,31.00,0.00,10.00,0.00,184.00
2025,6,C5,CommuteAir LLC dba CommuteAir,ORF,"Norfolk, VA: Norfolk International",11.00,6.00,2.03,0.00,1.50,0.00,2.47,0.00,0.00,791.00,184.00,0.00,123.00,0.00,484.00
2025,6,C5,CommuteAir LLC dba CommuteAir,PHL,"Philadelphia, PA: Philadelphia International",10.00,2.00,1.12,0.00,0.07,0.00,0.81,0.00,0.00,478.00,255.00,0.00,15.00,0.00,208.00
2025,6,C5,CommuteAir LLC dba CommuteAir,PIT,"Pittsburgh, PA: Pittsburgh International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,6,C5,CommuteAir LLC dba CommuteAir,PNS,"Pensacola, FL: Pensacola International",33.00,8.00,1.49,1.74,1.57,0.00,3.20,0.00,0.00,714.00,162.00,207.00,74.00,0.00,271.00
